ORDERNUMBER,PRODUCTCODE,CUSTOMERNAME,CITY,COUNTRY,TERRITORY,DEALSIZE,ORDERLINENUMBER
10324,S18_3232,Vitachrome Inc.,NYC,USA,NA,Medium,12
10331,S18_3232,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Medium,11
10334,S18_3232,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Small,3
10342,S18_3232,"Australian Collectors, Co.",Melbourne,Australia,APAC,Medium,4
10349,S18_3232,Muscle Machine Inc,NYC,USA,NA,Large,6
10358,S18_3232,Euro Shopping Channel,Madrid,Spain,EMEA,Small,12
10366,S18_3232,Royale Belge,Charleroi,Belgium,EMEA,Medium,1
10370,S18_3232,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Small,9
10377,S18_3232,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Large,3
10383,S18_3232,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,6
10394,S18_3232,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,5
10405,S18_3232,Mini Caravy,Strasbourg,France,EMEA,Large,1
10412,S18_3232,Euro Shopping Channel,Madrid,Spain,EMEA,Large,9
10419,S18_3232,Salzburg Collectables,Salzburg,Austria,EMEA,Medium,6
10425,S18_3232,La Rochelle Gifts,Nantes,France,EMEA,Medium,8
10105,S18_3259,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Medium,13
10117,S18_3259,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Small,7
10128,S18_3259,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,4
10142,S18_3259,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,10
10153,S18_3259,Euro Shopping Channel,Madrid,Spain,EMEA,Small,9
10165,S18_3259,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Medium,1
10177,S18_3259,CAF Imports,Madrid,Spain,EMEA,Medium,11
10185,S18_3259,Mini Creations Ltd.,New Bedford,USA,NA,Medium,11
10196,S18_3259,Super Scale Inc.,New Haven,USA,NA,Medium,3
10208,S18_3259,"Saveley & Henriot, Co.",Lyon,France,EMEA,Medium,11
10221,S18_3259,Petit Auto,Bruxelles,Belgium,EMEA,Small,5
10232,S18_3259,giftsbymail.co.uk,Cowes,UK,EMEA,Medium,8
10248,S18_3259,Land of Toys Inc.,NYC,USA,NA,Medium,14
10273,S18_3259,Petit Auto,Bruxelles,Belgium,EMEA,Medium,15
10282,S18_3259,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,3
10293,S18_3259,Amica Models & Co.,Torino,Italy,EMEA,Small,6
10306,S18_3259,"AV Stores, Co.",Manchester,UK,EMEA,Medium,11
10314,S18_3259,Heintze Collectables,Aaarhus,Denmark,EMEA,Small,3
10326,S18_3259,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Medium,6
10336,S18_3259,"La Corne D'abondance, Co.",Paris,France,EMEA,Small,7
10350,S18_3259,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,2
10372,S18_3259,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Small,5
10383,S18_3259,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,12
10396,S18_3259,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,4
10414,S18_3259,Gifts4AllAges.com,Boston,USA,NA,Medium,14
10108,S18_3278,Cruz & Sons Co.,Makati City,Philippines,Japan,Small,9
10122,S18_3278,Marseille Mini Autos,Marseille,France,EMEA,Small,13
10135,S18_3278,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,10
10147,S18_3278,Collectables For Less Inc.,Brickhaven,USA,NA,Medium,10
10159,S18_3278,Corporate Gift Ideas Co.,San Francisco,USA,NA,Small,5
10169,S18_3278,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Small,5
10181,S18_3278,Herkku Gifts,Bergen,Norway,EMEA,Small,17
10191,S18_3278,"Toms Spezialitten, Ltd",Koln,Germany,EMEA,Medium,6
10203,S18_3278,Euro Shopping Channel,Madrid,Spain,EMEA,Small,11
10211,S18_3278,Auto Canal Petit,Paris,France,EMEA,Small,5
10225,S18_3278,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Medium,12
10238,S18_3278,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Small,6
10252,S18_3278,Auto Canal Petit,Paris,France,EMEA,Small,2
10265,S18_3278,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Medium,2
10276,S18_3278,Online Mini Collectables,Brickhaven,USA,NA,Small,6
10287,S18_3278,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Medium,15
10300,S18_3278,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Medium,8
10310,S18_3278,"Toms Spezialitten, Ltd",Koln,Germany,EMEA,Small,13
10319,S18_3278,Microscale Inc.,NYC,USA,NA,Medium,1
10329,S18_3278,Land of Toys Inc.,NYC,USA,NA,Small,10
10342,S18_3278,"Australian Collectors, Co.",Melbourne,Australia,APAC,Small,5
10363,S18_3278,Suominen Souveniers,Espoo,Finland,EMEA,Small,10
10378,S18_3278,Euro Shopping Channel,Madrid,Spain,EMEA,Small,4
10390,S18_3278,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,9
10103,S18_3320,Baane Mini Imports,Stavern,Norway,EMEA,Medium,16
10111,S18_3320,Mini Wheels Co.,San Francisco,USA,NA,Medium,4
10126,S18_3320,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Medium,16
10139,S18_3320,Souveniers And Things Co.,Chatswood,Australia,APAC,Medium,5
10149,S18_3320,Signal Collectibles Ltd.,Brisbane,USA,NA,Medium,2
10163,S18_3320,Classic Legends Inc.,NYC,USA,NA,Medium,6
10173,S18_3320,Rovelli Gifts,Bergamo,Italy,EMEA,Small,4
10182,S18_3320,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,1
10193,S18_3320,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Small,5
10206,S18_3320,Canadian Gift Exchange Network,Vancouver,Canada,NA,Small,11
10215,S18_3320,West Coast Collectables Co.,Burbank,USA,NA,Medium,8
10227,S18_3320,"Saveley & Henriot, Co.",Lyon,France,EMEA,Medium,1
10244,S18_3320,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,5
10257,S18_3320,The Sharp Gifts Warehouse,San Jose,USA,NA,Small,5
10280,S18_3320,Amica Models & Co.,Torino,Italy,EMEA,Medium,7
10290,S18_3320,Auto-Moto Classics Inc.,Brickhaven,USA,NA,Small,2
10304,S18_3320,Auto Assoc. & Cie.,Versailles,France,EMEA,Medium,11
10312,S18_3320,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,8
10323,S18_3320,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Medium,2
10333,S18_3320,Mini Wheels Co.,San Francisco,USA,NA,Large,2
10347,S18_3320,"Australian Collectors, Co.",Melbourne,Australia,APAC,Small,12
10357,S18_3320,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,3
10369,S18_3320,Collectables For Less Inc.,Brickhaven,USA,NA,Medium,4
10382,S18_3320,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Large,7
10392,S18_3320,Mini Auto Werke,Graz,Austria,EMEA,Medium,1
10423,S18_3320,Petit Auto,Bruxelles,Belgium,EMEA,Small,5
10108,S18_3482,Cruz & Sons Co.,Makati City,Philippines,Japan,Medium,8
10122,S18_3482,Marseille Mini Autos,Marseille,France,EMEA,Small,12
10135,S18_3482,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,9
10147,S18_3482,Collectables For Less Inc.,Brickhaven,USA,NA,Medium,9
10159,S18_3482,Corporate Gift Ideas Co.,San Francisco,USA,NA,Medium,4
10169,S18_3482,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Medium,4
10181,S18_3482,Herkku Gifts,Bergen,Norway,EMEA,Medium,16
10191,S18_3482,"Toms Spezialitten, Ltd",Koln,Germany,EMEA,Medium,5
10203,S18_3482,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,10
10211,S18_3482,Auto Canal Petit,Paris,France,EMEA,Medium,4
10225,S18_3482,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Medium,11
10238,S18_3482,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Medium,5
10252,S18_3482,Auto Canal Petit,Paris,France,EMEA,Medium,1
10265,S18_3482,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Large,1
10276,S18_3482,Online Mini Collectables,Brickhaven,USA,NA,Medium,5
10287,S18_3482,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Medium,14
10300,S18_3482,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Medium,7
10310,S18_3482,"Toms Spezialitten, Ltd",Koln,Germany,EMEA,Medium,12
10320,S18_3482,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Medium,5
10330,S18_3482,Cruz & Sons Co.,Makati City,Philippines,Japan,Medium,3
10342,S18_3482,"Australian Collectors, Co.",Melbourne,Australia,APAC,Medium,7
10355,S18_3482,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,7
10363,S18_3482,Suominen Souveniers,Espoo,Finland,EMEA,Medium,11
10378,S18_3482,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,10
10390,S18_3482,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Large,1
10109,S18_3685,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Medium,2
10123,S18_3685,Atelier graphique,Nantes,France,EMEA,Medium,4
10137,S18_3685,Reims Collectables,Reims,France,EMEA,Medium,4
10148,S18_3685,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Medium,11
10161,S18_3685,Heintze Collectables,Aaarhus,Denmark,EMEA,Medium,10
10172,S18_3685,Gift Depot Inc.,Bridgewater,USA,NA,Medium,8
10181,S18_3685,Herkku Gifts,Bergen,Norway,EMEA,Medium,4
10192,S18_3685,Online Diecast Creations Co.,Nashua,USA,NA,Medium,9
10204,S18_3685,Muscle Machine Inc,NYC,USA,NA,Medium,15
10212,S18_3685,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,8
10226,S18_3685,Collectable Mini Designs Co.,San Diego,USA,NA,Large,6
10240,S18_3685,Osaka Souveniers Co.,Osaka,Japan,Japan,Medium,1
10253,S18_3685,"UK Collectables, Ltd.",Liverpool,UK,EMEA,Medium,3
10266,S18_3685,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Medium,4
10278,S18_3685,Signal Gift Stores,Las Vegas,USA,NA,Medium,4
10287,S18_3685,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Medium,2
10301,S18_3685,"Norway Gifts By Mail, Co.",Oslo,Norway,EMEA,Medium,6
10311,S18_3685,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,11
10321,S18_3685,FunGiftIdeas.com,New Bedford,USA,NA,Medium,8
10331,S18_3685,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Small,12
10343,S18_3685,Reims Collectables,Reims,France,EMEA,Medium,2
10367,S18_3685,Toys4GrownUps.com,Pasadena,USA,NA,Medium,6
10379,S18_3685,Euro Shopping Channel,Madrid,Spain,EMEA,Small,4
10406,S18_3685,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Large,1
10419,S18_3685,Salzburg Collectables,Salzburg,Austria,EMEA,Medium,3
10108,S18_3782,Cruz & Sons Co.,Makati City,Philippines,Japan,Small,12
10122,S18_3782,Marseille Mini Autos,Marseille,France,EMEA,Small,16
10135,S18_3782,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,13
10146,S18_3782,Gift Ideas Corp.,Glendale,USA,NA,Medium,2
10159,S18_3782,Corporate Gift Ideas Co.,San Francisco,USA,NA,Small,8
10169,S18_3782,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Small,8
10180,S18_3782,Daedalus Designs Imports,Lille,France,EMEA,Small,3
10191,S18_3782,"Toms Spezialitten, Ltd",Koln,Germany,EMEA,Medium,9
10211,S18_3782,Auto Canal Petit,Paris,France,EMEA,Small,8
10224,S18_3782,Daedalus Designs Imports,Lille,France,EMEA,Small,1
10237,S18_3782,Vitachrome Inc.,NYC,USA,NA,Small,1
10252,S18_3782,Auto Canal Petit,Paris,France,EMEA,Small,5
10264,S18_3782,Gifts4AllAges.com,Boston,USA,NA,Small,3
10276,S18_3782,Online Mini Collectables,Brickhaven,USA,NA,Small,9
10286,S18_3782,"La Corne D'abondance, Co.",Paris,France,EMEA,Small,1
10299,S18_3782,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Small,3
10310,S18_3782,"Toms Spezialitten, Ltd",Koln,Germany,EMEA,Small,16
10319,S18_3782,Microscale Inc.,NYC,USA,NA,Small,4
10330,S18_3782,Cruz & Sons Co.,Makati City,Philippines,Japan,Small,2
10342,S18_3782,"Australian Collectors, Co.",Melbourne,Australia,APAC,Small,8
10355,S18_3782,Euro Shopping Channel,Madrid,Spain,EMEA,Small,1
10363,S18_3782,Suominen Souveniers,Espoo,Finland,EMEA,Small,12
10378,S18_3782,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,9
10390,S18_3782,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,2
10403,S18_3782,"UK Collectables, Ltd.",Liverpool,UK,EMEA,Small,1
10106,S18_3856,Rovelli Gifts,Bergamo,Italy,EMEA,Medium,17
10119,S18_3856,Salzburg Collectables,Salzburg,Austria,EMEA,Small,8
10130,S18_3856,Auto-Moto Classics Inc.,Brickhaven,USA,NA,Medium,1
10143,S18_3856,Mini Creations Ltd.,New Bedford,USA,NA,Medium,12
10155,S18_3856,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Medium,10
10167,S18_3856,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Medium,6
10178,S18_3856,Alpha Cognac,Toulouse,France,EMEA,Medium,9
10186,S18_3856,"Double Decker Gift Stores, Ltd",London,UK,EMEA,Medium,6
10197,S18_3856,Enaco Distributors,Barcelona,Spain,EMEA,Small,3
10209,S18_3856,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,NA,Small,5
10222,S18_3856,Collectable Mini Designs Co.,San Diego,USA,NA,Medium,9
10249,S18_3856,Cambridge Collectables Co.,Cambridge,USA,NA,Medium,5
10262,S18_3856,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,14
10273,S18_3856,Petit Auto,Bruxelles,Belgium,EMEA,Medium,1
10283,S18_3856,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,NA,Medium,3
10296,S18_3856,"Bavarian Collectables Imports, Co.",Munich,Germany,EMEA,Small,12
10307,S18_3856,"Classic Gift Ideas, Inc",Philadelphia,USA,NA,Medium,6
10316,S18_3856,giftsbymail.co.uk,Cowes,UK,EMEA,Medium,14
10328,S18_3856,Rovelli Gifts,Bergamo,Italy,EMEA,Medium,6
10338,S18_3856,Royale Belge,Charleroi,Belgium,EMEA,Medium,2
10351,S18_3856,"Stylish Desk Decors, Co.",London,UK,EMEA,Medium,2
10373,S18_3856,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Medium,6
10386,S18_3856,Euro Shopping Channel,Madrid,Spain,EMEA,Small,6
10398,S18_3856,Reims Collectables,Reims,France,EMEA,Medium,17
10400,S18_3856,The Sharp Gifts Warehouse,San Jose,USA,NA,Large,6
10415,S18_3856,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Medium,5
10104,S18_4027,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,3
10117,S18_4027,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Small,12
10127,S18_4027,Muscle Machine Inc,NYC,USA,NA,Medium,5
10142,S18_4027,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,15
10152,S18_4027,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Medium,1
10165,S18_4027,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Medium,6
10176,S18_4027,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Medium,5
10185,S18_4027,Mini Creations Ltd.,New Bedford,USA,NA,Medium,16
10196,S18_4027,Super Scale Inc.,New Haven,USA,NA,Medium,8
10207,S18_4027,Diecast Collectables,Boston,USA,NA,Medium,1
10220,S18_4027,"Clover Collections, Co.",Dublin,Ireland,EMEA,Large,5
10230,S18_4027,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Large,3
10247,S18_4027,Suominen Souveniers,Espoo,Finland,EMEA,Medium,5
10272,S18_4027,Diecast Classics Inc.,Allentown,USA,NA,Medium,5
10282,S18_4027,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,8
10292,S18_4027,Land of Toys Inc.,NYC,USA,NA,Large,2
10306,S18_4027,"AV Stores, Co.",Manchester,UK,EMEA,Medium,16
10314,S18_4027,Heintze Collectables,Aaarhus,Denmark,EMEA,Medium,8
10324,S18_4027,Vitachrome Inc.,NYC,USA,NA,Medium,13
10337,S18_4027,Classic Legends Inc.,NYC,USA,NA,Medium,3
10349,S18_4027,Muscle Machine Inc,NYC,USA,NA,Medium,5
10358,S18_4027,Euro Shopping Channel,Madrid,Spain,EMEA,Small,13
10372,S18_4027,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Large,6
10383,S18_4027,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,1
10394,S18_4027,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,1
10413,S18_4027,Gift Depot Inc.,Bridgewater,USA,NA,Medium,5
10100,S18_4409,Online Diecast Creations Co.,Nashua,USA,NA,Small,4
10110,S18_4409,"AV Stores, Co.",Manchester,UK,EMEA,Small,8
10124,S18_4409,Signal Gift Stores,Las Vegas,USA,NA,Medium,7
10148,S18_4409,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Medium,1
10162,S18_4409,Corporate Gift Ideas Co.,San Francisco,USA,NA,Medium,10
10173,S18_4409,Rovelli Gifts,Bergamo,Italy,EMEA,Small,14
10182,S18_4409,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,11
10193,S18_4409,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Small,15
10204,S18_4409,Muscle Machine Inc,NYC,USA,NA,Small,5
10213,S18_4409,"Double Decker Gift Stores, Ltd",London,UK,EMEA,Medium,1
10227,S18_4409,"Saveley & Henriot, Co.",Lyon,France,EMEA,Medium,11
10241,S18_4409,Mini Caravy,Strasbourg,France,EMEA,Medium,3
10280,S18_4409,Amica Models & Co.,Torino,Italy,EMEA,Medium,17
10288,S18_4409,Handji Gifts& Co,Singapore,Singapore,APAC,Small,6
10302,S18_4409,"UK Collectables, Ltd.",Liverpool,UK,EMEA,Medium,2
10311,S18_4409,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,1
10332,S18_4409,"AV Stores, Co.",Manchester,UK,EMEA,Large,2
10344,S18_4409,Marseille Mini Autos,Marseille,France,EMEA,Small,4
10367,S18_4409,Toys4GrownUps.com,Pasadena,USA,NA,Small,8
10380,S18_4409,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,1
10407,S18_4409,The Sharp Gifts Warehouse,San Jose,USA,NA,Small,3
10420,S18_4409,Souveniers And Things Co.,Chatswood,Australia,APAC,Medium,6
10105,S18_4522,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Medium,10
10117,S18_4522,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Small,4
10128,S18_4522,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,1
10142,S18_4522,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,7
10153,S18_4522,Euro Shopping Channel,Madrid,Spain,EMEA,Small,6
10166,S18_4522,FunGiftIdeas.com,New Bedford,USA,NA,Small,1
10177,S18_4522,CAF Imports,Madrid,Spain,EMEA,Small,8
10185,S18_4522,Mini Creations Ltd.,New Bedford,USA,NA,Medium,8
10197,S18_4522,Enaco Distributors,Barcelona,Spain,EMEA,Medium,14
10208,S18_4522,"Saveley & Henriot, Co.",Lyon,France,EMEA,Medium,8
10221,S18_4522,Petit Auto,Bruxelles,Belgium,EMEA,Medium,2
10232,S18_4522,giftsbymail.co.uk,Cowes,UK,EMEA,Small,5
10248,S18_4522,Land of Toys Inc.,NYC,USA,NA,Medium,11
10261,S18_4522,Quebec Home Shopping Network,Montreal,Canada,NA,Small,9
10273,S18_4522,Petit Auto,Bruxelles,Belgium,EMEA,Small,12
10283,S18_4522,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,NA,Medium,14
10293,S18_4522,Amica Models & Co.,Torino,Italy,EMEA,Medium,3
10306,S18_4522,"AV Stores, Co.",Manchester,UK,EMEA,Medium,8
10315,S18_4522,La Rochelle Gifts,Nantes,France,EMEA,Medium,7
10326,S18_4522,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Medium,5
10337,S18_4522,Classic Legends Inc.,NYC,USA,NA,Medium,2
10350,S18_4522,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,3
10372,S18_4522,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Medium,7
10383,S18_4522,Euro Shopping Channel,Madrid,Spain,EMEA,Small,7
10396,S18_4522,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,5
10414,S18_4522,Gifts4AllAges.com,Boston,USA,NA,Small,11
10103,S18_4600,Baane Mini Imports,Stavern,Norway,EMEA,Medium,5
10114,S18_4600,"La Corne D'abondance, Co.",Paris,France,EMEA,Medium,9
10126,S18_4600,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Large,5
10140,S18_4600,Technics Stores Inc.,Burlingame,USA,NA,Medium,5
10150,S18_4600,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Medium,2
10164,S18_4600,Mini Auto Werke,Graz,Austria,EMEA,Medium,3
10175,S18_4600,"Stylish Desk Decors, Co.",London,UK,EMEA,Medium,10
10183,S18_4600,"Classic Gift Ideas, Inc",Philadelphia,USA,NA,Small,2
10194,S18_4600,"Saveley & Henriot, Co.",Lyon,France,EMEA,Medium,5
10207,S18_4600,Diecast Collectables,Boston,USA,NA,Medium,16
10217,S18_4600,Handji Gifts& Co,Singapore,Singapore,APAC,Medium,5
10229,S18_4600,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,10
10245,S18_4600,Super Scale Inc.,New Haven,USA,NA,Small,3
10259,S18_4600,Handji Gifts& Co,Singapore,Singapore,APAC,Medium,13
10270,S18_4600,Souveniers And Things Co.,Chatswood,Australia,APAC,Medium,3
10281,S18_4600,Diecast Classics Inc.,Allentown,USA,NA,Small,10
10291,S18_4600,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Medium,5
10305,S18_4600,Marta's Replicas Co.,Cambridge,USA,NA,Small,14
10313,S18_4600,Canadian Gift Exchange Network,Vancouver,Canada,NA,Small,8
10323,S18_4600,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Medium,1
10334,S18_4600,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Medium,4
10347,S18_4600,"Australian Collectors, Co.",Melbourne,Australia,APAC,Medium,4
10357,S18_4600,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,2
10370,S18_4600,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Small,6
10382,S18_4600,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,1
10411,S18_4600,Quebec Home Shopping Network,Montreal,Canada,NA,Medium,3
10425,S18_4600,La Rochelle Gifts,Nantes,France,EMEA,Medium,13
10103,S18_4668,Baane Mini Imports,Stavern,Norway,EMEA,Small,9
10113,S18_4668,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,3
10126,S18_4668,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Small,9
10140,S18_4668,Technics Stores Inc.,Burlingame,USA,NA,Small,9
10150,S18_4668,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Small,6
10164,S18_4668,Mini Auto Werke,Graz,Austria,EMEA,Small,7
10174,S18_4668,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Small,2
10183,S18_4668,"Classic Gift Ideas, Inc",Philadelphia,USA,NA,Small,6
10194,S18_4668,"Saveley & Henriot, Co.",Lyon,France,EMEA,Small,9
10206,S18_4668,Canadian Gift Exchange Network,Vancouver,Canada,NA,Small,4
10215,S18_4668,West Coast Collectables Co.,Burbank,USA,NA,Small,1
10229,S18_4668,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,14
10245,S18_4668,Super Scale Inc.,New Haven,USA,NA,Small,7
10258,S18_4668,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Small,4
10270,S18_4668,Souveniers And Things Co.,Chatswood,Australia,APAC,Small,7
10281,S18_4668,Diecast Classics Inc.,Allentown,USA,NA,Small,14
10291,S18_4668,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Small,9
10304,S18_4668,Auto Assoc. & Cie.,Versailles,France,EMEA,Small,4
10312,S18_4668,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,1
10324,S18_4668,Vitachrome Inc.,NYC,USA,NA,Medium,6
10333,S18_4668,Mini Wheels Co.,San Francisco,USA,NA,Small,8
10348,S18_4668,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Large,6
10358,S18_4668,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,8
10370,S18_4668,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Small,2
10382,S18_4668,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Large,2
10411,S18_4668,Quebec Home Shopping Network,Montreal,Canada,NA,Small,7
10424,S18_4668,Euro Shopping Channel,Madrid,Spain,EMEA,Small,4
10108,S18_4721,Cruz & Sons Co.,Makati City,Philippines,Japan,Medium,11
10122,S18_4721,Marseille Mini Autos,Marseille,France,EMEA,Medium,15
10135,S18_4721,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,12
10146,S18_4721,Gift Ideas Corp.,Glendale,USA,NA,Medium,1
10159,S18_4721,Corporate Gift Ideas Co.,San Francisco,USA,NA,Medium,7
10169,S18_4721,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Medium,7
10180,S18_4721,Daedalus Designs Imports,Lille,France,EMEA,Medium,2
10191,S18_4721,"Toms Spezialitten, Ltd",Koln,Germany,EMEA,Medium,8
10211,S18_4721,Auto Canal Petit,Paris,France,EMEA,Medium,7
